Assembly,Spieces,ST,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N90,auN,L50,L90,# N's per 100 kbp,K_type,strain,species,species_match,contig_count,N50,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_type,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,gapA,infB,mdh,pgi,phoE,rpoB,tonB
ERR3891200,klebsiella,14,764,142,75,62,52,39,6068815,5860996,5719397,5625891,5455656,5026140,232,466804,5922292,56.73,129839,30003,157145.9,15,48,0,KL2?-,ERR3891200,Klebsiella pneumoniae,strong,764,129839,466804,6068815,no,-,ST14,1,2,10,24,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,?-,Good,99.74%,"KL2_13,KL2_14_wcaJ",O1/O2v1,O1,none,Very high,99.99%,NA,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA2^;aph(3')-VI;armA;sat-2;strA.v1*;strB.v1*,-,-,-,-,ereA2*;msrE,CatB4.v1?;catA1^;cmlA5,arr-2,sul1*;sul2,-,-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1;OXA-232,-,-,-,-,GyrA-83Y;GyrA-87G;ParC-80I,SHV-11.v1*?-0%,dfrA14.v1?-0%;qnrB1.v2*?-0%;tet(D)?-0%,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1*-0%,-,-,-,-,-,-,-,-,-,-,-,iucC_1*-0%;iucB_1*-0%;iucD_1*-0%,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891039,klebsiella,14,421,107,73,65,55,37,5844240,5760787,5690568,5631663,5442929,4789293,124,326087,5772776,56.8,129844,35891,134113.8,16,47,0,KL2,ERR3891039,Klebsiella pneumoniae,strong,421,129844,326087,5844240,no,-,ST14,1,2,9,17,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;aadA2^;aph(3')-VI;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1;OXA-48,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,qnrB1.v2?-0%,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891144,klebsiella,14,499,117,81,67,53,37,5856405,5746005,5667059,5568601,5333789,4758911,145,326187,5765301,56.84,129844,31083,140409.2,15,48,0,KL2,ERR3891144,Klebsiella pneumoniae,strong,499,129844,326187,5856405,no,-,ST14,1,2,9,20,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.73%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA2^;aph(3')-VI;armA;sat-2;strA.v1*;strB.v1*,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1;sul2,-,-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1,-,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,OXA-48*?-0%;SHV-11.v1*?-0%,-,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891139,klebsiella,2096,5069,134,74,65,54,35,7279808,5853532,5730823,5656921,5486866,4789672,295,325345,5953111,56.59,129845,30002,147481.7,15,50,0,KL64,ERR3891139,Klebsiella pneumoniae,strong,5069,107960,325345,7279808,no,total_size,ST2096,4,2,10,17,ybt 14; ICEKp5,140-2LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,OXA-72*?-0%,aac(3)-Ia*?-44%;aph(6)-Id.v2*?-0%;catII.2*?-0%;dfrA17?-0%;ermB.v1*?-47%;mphA?-51%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171*,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891148,klebsiella,2096,6365,111,65,59,50,37,7590329,5692440,5586654,5543417,5393695,4891705,393,325344,5865440,56.55,129930,34393,146958.7,15,47,0,KL64,ERR3891148,Klebsiella pneumoniae,strong,6365,91639,325344,7590329,no,total_size,ST2096,3,2,10,17,-,0,-,0,iuc 1,1-1LV,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232;OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,aph(6)-Id.v2*?-84%,aph(3')-VI*?-0%;catA1*?-0%;mphB.v2*?-0%;tet(B).v1?-0%,ST2096,1,6,1,1,1,46,1,-,-,-,-,-,-,-,38*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1*,1,-,-,-,-,55-60%,-,-,ybtS_110*-0%;ybtT_42*-0%,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891142,klebsiella,14,485,113,71,62,52,37,5855512,5751590,5648447,5587865,5409764,4875370,130,341738,5762991,56.83,129967,35493,157092,13,45,0,KL2,ERR3891142,Klebsiella pneumoniae,strong,485,124791,341738,5855512,no,-,ST14,1,1,9,22,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA2^;armA;sat-2;strA.v1*;strB.v1*,-,-,-,-,ereA2*;mphE.v2^;msrE,CatB4.v1?;catA1^;cmlA5,arr-2,sul1*;sul2,-,-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,-,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,SHV-11.v1*?-0%,-,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891083,klebsiella,11,509,106,76,63,50,36,5976547,5866287,5803543,5707137,5480302,4980738,120,444637,5875979,56.77,130063,33795,169205.6,13,44,0,KL14,ERR3891083,Klebsiella pneumoniae,strong,509,129422,444637,5976547,no,-,ST11,1,2,8,12,ybt 8; ICEKp9,554-3LV,-,0,-,0,-,0,-,0,-,wzi14,KL14,K14,none,Very high,99.95%,NA,O3b,O3b,none,Very high,99.27%,NA,aac(6')-Ib-cr.v2;aadA2^;strA.v1*;strB.v1*,-,-,qnrS1,-,mphA,-,-,sul1;sul2,-,-,dfrA12,CMY-2.v2,-,CTX-M-15,-,OXA-48,SHV-11.v1^,35Q,-,-,GyrA-83I;GyrA-87G;ParC-80I,-,CatB4.v1?-47%;OXA-1?-0%,ST11,3,3,1,1,1,1,4,5,11*,6,5,1,507*,98*,9,29,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
ERR3891215,klebsiella,2096,177,71,53,51,48,37,5448825,5427318,5384957,5367317,5313452,4879274,81,521730,5434355,57.32,132332,46434,176352.8,13,38,0,KL64,ERR3891215,Klebsiella pneumoniae,strong,177,132332,521730,5448825,no,-,ST2096,1,3,7,6,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi64,KL64,K64,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;sat-2,-,-,-,-,-,-,-,-,-,-,dfrA1.v1,OXA-1,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,MgrB-0%,GyrA-83Y;GyrA-87G;ParC-80I,CatB4.v1?-81%,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891177,klebsiella,14,722,139,84,64,50,37,6094639,5898988,5782761,5648169,5427247,4958699,218,515711,5949999,56.68,132912,30003,171229.4,14,48,0,KL2,ERR3891177,Klebsiella pneumoniae,strong,722,132912,515711,6094639,no,-,ST14,1,3,11,21,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA2^;armA;sat-2,-,-,-,-,ereA2*;ermB.v1*;mphE.v2^;msrE,CatB4.v1?;catA1^;cmlA5,arr-2,sul1,-,-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1,SHV-28.v1^,-,OmpK36GD,MgrB-2%,GyrA-83Y;GyrA-87G;ParC-80I,tet(X6)*-25%,aac(3)-VIa*?-0%;aph(3')-VI*?-0%;tet(A).v1*?-0%,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891204,klebsiella,2096,292,107,72,62,53,40,5809973,5781606,5703616,5624774,5464259,4988269,114,521846,5786428,56.77,133346,41701,160534.4,15,45,0,KL64,ERR3891204,Klebsiella pneumoniae,strong,292,133346,521846,5809973,no,-,ST2096,4,1,9,15,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891038,klebsiella,2096,947,167,71,61,48,38,6210510,5934765,5749225,5672870,5478907,5110806,311,353697,6033690,56.6,133451,26222,150574.8,15,47,0,KL64,ERR3891038,Klebsiella pneumoniae,strong,947,133451,353697,6210510,no,-,ST2096,4,2,10,22,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^;armA;sat-2;strA.v1^;strB.v1,-,-,qnrB1.v2,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1;sul2,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891216,klebsiella,2096,172,76,56,54,49,37,5459895,5441308,5398797,5381157,5290517,4822443,81,521730,5444815,57.32,133655,44462,174982.3,13,39,0,KL64,ERR3891216,Klebsiella pneumoniae,strong,172,133655,521730,5459895,no,-,ST2096,1,2,5,5,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi64,KL64,K64,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;sat-2,-,-,-,-,-,-,-,-,-,-,dfrA1.v1,OXA-1,-,-,-,OXA-48,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,CatB4.v1?-81%,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891228,klebsiella,2096,261,92,64,60,51,39,5746681,5719709,5657828,5626435,5457408,4999754,100,521852,5725465,56.8,134569,42188,173090.5,14,43,0,KL64,ERR3891228,Klebsiella pneumoniae,strong,261,134569,521852,5746681,no,-,ST2096,4,2,8,12,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1,-,-,-,OXA-48,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891231,klebsiella,2096,262,90,63,58,50,37,5747188,5716979,5657850,5617586,5464422,4973765,99,521730,5723112,56.79,134690,41041,192549.5,13,42,0,KL64,ERR3891231,Klebsiella pneumoniae,strong,262,134690,521730,5747188,no,-,ST2096,4,2,8,12,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1,-,-,-,OXA-48,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,TEM-116?-0%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891195,klebsiella,2096,864,118,65,59,50,40,6099654,5860367,5760766,5713815,5580053,5233370,187,521774,5905854,56.73,134734,42159,176403.2,14,42,0,KL64,ERR3891195,Klebsiella pneumoniae,strong,864,133761,521774,6099654,no,-,ST2096,4,2,10,17,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(A).v1*,-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,sul2*?-0%,aac(3)-IId*?-0%;aac(3)-VIa*?-0%;floR.v1*?-0%;qnrB1.v2*?-0%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891155,klebsiella,2096,5528,149,71,62,51,37,7424262,5829526,5660485,5588722,5403792,4874605,336,325634,5943924,56.55,134937,30739,142034.6,16,49,0,KL64,ERR3891155,Klebsiella pneumoniae,strong,5528,94213,325634,7424262,no,total_size,ST2096,4,2,10,17,ybt unknown,0,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,OXA-167*?-86%,aac(3)-IId*?-0%;aadA5?-0%;aph(3')-Ia*?-0%;ermB.v1*?-0%;mphA?-0%;tet(B).v2*?-56%;tetR?-48%,ST2096,1,6,1,1,1,46,1,4*,100,31*-0%,120*-83%,1,-,-,-,4,128*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,irp2_228*-69%;irp1_245*-0%;fyuA_108*-0%;ybtU_52*-0%,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891138,klebsiella,15,1042,123,77,66,48,34,5933697,5672416,5577626,5497032,5214923,4677864,164,297789,5699061,56.96,134953,31199,141567.7,15,45,0,KL24?-,ERR3891138,Klebsiella pneumoniae,strong,1042,133079,297789,5933697,no,-,ST15,1,2,10,12,ybt 10; ICEKp4,162,-,0,-,0,-,0,-,0,-,wzi24,KL24,K24,?-,Good,100.00%,KL24_13_wcuG,O1/O2v1,O1,none,Very high,98.52%,NA,aac(3)-IIa.v1^;aadA*,-,-,-,-,mphA,CatB4.v1?,-,sul1^,tet(A).v1,-,dfrA15.v2,OXA-1;OXA-9.v1;TEM-1D.v1^,-,CTX-M-15,-,OXA-48,SHV-28.v1^,-,-,-,GyrA-83F;GyrA-87A;ParC-80I,aac(6')-Ib-cr.v2?-0%,dfrA14.v1?-0%,ST15,1,1,1,1,1,1,1,47,12,4,3,3,35,50,3,10,23,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891202,klebsiella,2096,868,127,68,59,51,42,6072756,5819743,5712690,5642208,5515599,5206325,234,271019,5890436,56.75,134998,40969,136734.5,16,45,0,KL64,ERR3891202,Klebsiella pneumoniae,strong,868,133451,271019,6072756,no,-,ST2096,4,2,10,17,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA;sat-2,-,-,-,-,mphA;mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,NDM-16?-74%;OXA-9.v2*?-0%,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891017,klebsiella,4998,1117,116,54,49,44,38,5745847,5420000,5314756,5279820,5189987,4991123,254,351098,5512575,57.36,135865,51142,151988.2,14,38,0,KL17?-,ERR3891017,Klebsiella pneumoniae,strong,1117,127710,351098,5745847,no,-,ST4998,0,1,6,7,-,0,-,0,-,0,-,0,-,0,-,wzi137,KL17,K17,?-,Good,99.98%,KL17_12_wcaJ,O1/O2v1,O1,none,Very high,98.02%,NA,aadA2^,-,-,-,-,mphA,-,-,sul1;sul2,tet(D),-,dfrA12,-,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,aac(3)-IId*?-0%;sat-2?-88%;strB.v1*?-0%,NDM-16?-0%;OXA-163*?-64%;TEM-150?-0%;aac(6')-Ib-cr.v1*?-0%;aadA23*?-0%;ermB.v2*?-0%,ST4998,2,1,1,3,9,25,15,-,-,1*-86%,-,-,-,-,14*-88%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ybtE_101*-0%;ybtX_10*-56%;ybtS_109*-0%,gapA(2),infB(1),mdh(1),pgi(3),phoE(9),rpoB(25),tonB(15)
ERR3891159,klebsiella,377,1284,107,67,60,50,39,5969766,5651215,5569782,5517438,5351644,4992081,141,310124,5675473,57.02,138407,37297,142791.3,15,42,0,KL102,ERR3891159,Klebsiella pneumoniae,strong,1284,131757,310124,5969766,no,-,ST377,1,3,8,10,ybt 13; ICEKp2 (truncated),299-3LV,-,0,-,0,-,0,-,0,-,wzi173,KL102,unknown (KL102),none,Very high,99.45%,NA,O1/O2v2,O2afg,none,Very high,98.54%,NA,aac(3)-IIa.v1^;aadA^;strA.v1;strB.v1,-,-,-,-,-,catA1*,-,sul1*?;sul2,-,-,dfrA15.v2,-,-,CTX-M-15,-,OXA-48,SHV-110,156D;35Q,-,MgrB-51%,GyrA-83Y;GyrA-87A;ParC-80I,-,dfrA17?-0%;sat-2?-0%,ST377,10,20,2,1,9,11,12,6,4,20,14,1,126*-46%,327,2,4,52*,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(10),infB(20),mdh(2),pgi(1),phoE(9),rpoB(11),tonB(12)
ERR3891136,klebsiella,14,923,134,81,65,53,36,6033966,5792869,5669952,5550802,5351032,4751407,201,326275,5837812,56.75,138739,30386,146382.3,14,50,0,KL2,ERR3891136,Klebsiella pneumoniae,strong,923,129839,326275,6033966,no,-,ST14,1,2,10,25,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,rmpA2_8*-0%,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA2^;aph(3')-VI;armA;sat-2;strA.v1*;strB.v1*,-,-,-,-,ereA2*;mphE.v2^;msrE,CatB4.v1?;catA1^;cmlA5,arr-2,sul1;sul2,-,-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1;OXA-232,-,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,SHV-11.v1*?-0%,OXA-9.v2?-0%,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55*-0%,-,-,iucC_1*-0%;iucB_1*-50%,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891023,klebsiella,14,373,120,85,72,57,36,5925399,5853450,5777347,5681433,5425686,4630542,136,276091,5865253,56.72,139960,34240,131204,16,52,0,KL2?,ERR3891023,Klebsiella pneumoniae,strong,373,139960,276091,5925399,no,-,ST14,1,2,9,16,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,?,Good,99.73%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(3)-IId^;aac(6')-Ib-cr.v2;aph(3')-VI?;armA;sat-2,-,-,-,-,ermB.v1*;mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1,-,CTX-M-15,-,NDM-1,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,tet(X6)*-25%,aadA23*?-0%;aadA8b?-78%;aph(6)-Id.v2?-0%,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
